val_idx,ev_cosine,ev_pearson,ev_spearman,ev_topK_jaccard,lead_cosine,lead_pearson,lead_spearman,lead_top5_jaccard,perlead_temporal_cosine_mean,perlead_temporal_iou_mean,filename_lime,filename_ts
3234,0.9584523389854945,0.7480486396022867,0.6887218045112782,0.42857142857142855,0.8096094345567366,0.6956765731441192,0.5391304347826087,0.42857142857142855,0.7887043251365964,0.21428571428571427,C:\Users\nares\Documents\cvd-early-detection-ecg-uhull\data\ptbxl-electrocardiography-database\WFDB\HR10986.mat,C:\Users\nares\Documents\cvd-early-detection-ecg-uhull\data\ptbxl-electrocardiography-database\WFDB\HR10986.mat
4127,0.9492152410602503,0.8227361945312569,0.8646616541353382,0.42857142857142855,0.8110955698001325,0.6939474220588565,0.6956521739130436,0.6666666666666666,0.8427248188849392,0.4761904761904762,C:\Users\nares\Documents\cvd-early-detection-ecg-uhull\data\ptbxl-electrocardiography-database\WFDB\HR20085.mat,C:\Users\nares\Documents\cvd-early-detection-ecg-uhull\data\ptbxl-electrocardiography-database\WFDB\HR20085.mat
MEAN,0.9538337900228724,0.7853924170667719,0.7766917293233082,0.42857142857142855,0.8103525021784346,0.6948119976014879,0.6173913043478261,0.5476190476190476,0.8157145720107678,0.34523809523809523,,
